OrderID,OrderDate,ShipMode,CustomerSegment,Country,State,City,Region,Category,SubCategory,Quantity,UnitPrice,Discount,Unit_Cost
S1-100227,19/02/2021,Second Class,Home Office,United States,Colorado,Fort Collins,West,Technology,Machines,1,447.17,0,383.72
S1-100228,28/01/2023,Standard Class,Consumer,United States,Washington,Seattle,West,Office Supplies,Art,1,710.98,0.1,422.28
S1-100229,31/01/2023,Second Class,Consumer,United States,Massachusetts,Springfield,East,Office Supplies,Binders,1,584.14,0,351.34
S1-100230,12/04/2021,First Class,Consumer,United States,Massachusetts,Springfield,East,Office Supplies,Storage,2,419.76,0,327.18
S1-100231,11/06/2021,First Class,Consumer,United States,Massachusetts,Boston,East,Office Supplies,Paper,2,143.76,0.1,96.895
S1-100232,12/03/2022,Standard Class,Consumer,United States,California,Los Angeles,West,Office Supplies,Paper,4,171.12,0,132.12
S1-100233,15/04/2021,Standard Class,Consumer,United States,Illinois,Aurora,Central,Technology,Phones,3,695.25,0,535.5666667
S1-100234,02/01/2021,Standard Class,Corporate,United States,Texas,Houston,Central,Technology,Accessories,1,690.73,0.1,389.58
S1-100235,09/11/2021,Standard Class,Consumer,United States,California,Sacramento,West,Furniture,Bookcases,4,393.67,0,353.015
S1-100236,03/10/2023,Standard Class,Corporate,United States,Nevada,Las Vegas,West,Office Supplies,Labels,3,214.34,0,152.1766667
S1-100237,14/02/2021,Second Class,Consumer,United States,Washington,Spokane,West,Furniture,Tables,1,698.32,0,447.02
S1-100238,20/11/2021,Standard Class,Consumer,United States,Nevada,Henderson,West,Furniture,Chairs,4,789.81,0,651.135
S1-100239,04/08/2021,Standard Class,Corporate,United States,Illinois,Joliet,Central,Office Supplies,Paper,4,209.81,0,133.6875
S1-100240,11/08/2021,First Class,Corporate,United States,Illinois,Joliet,Central,Technology,Machines,1,446.92,0,312.37
S1-100241,17/01/2022,First Class,Consumer,United States,Colorado,Aurora,West,Office Supplies,Storage,1,193.18,0,119.81
S1-100242,14/10/2023,Second Class,Home Office,United States,Texas,Houston,Central,Technology,Phones,3,59.55,0,47.01333333
S1-100243,28/07/2021,Second Class,Corporate,United States,Nevada,North Las Vegas,West,Office Supplies,Binders,4,472.08,0,345.155
S1-100244,07/07/2023,Standard Class,Consumer,United States,Massachusetts,Boston,East,Furniture,Bookcases,3,44.01,0,34.10333333
S1-100245,03/11/2023,Standard Class,Corporate,United States,Colorado,Fort Collins,West,Office Supplies,Art,3,486.93,0,332.06
S1-100246,17/01/2021,Standard Class,Consumer,United States,Nevada,North Las Vegas,West,Furniture,Bookcases,3,662.82,0,515.2833333
S1-100247,28/12/2021,First Class,Consumer,United States,Washington,Everett,West,Technology,Copiers,1,118.69,0,84.51
S1-100248,26/07/2023,Second Class,Corporate,United States,Illinois,Aurora,Central,Furniture,Tables,2,619.14,0.1,352.86
S1-100249,12/12/2022,Standard Class,Home Office,United States,Massachusetts,Worcester,East,Furniture,Furnishings,3,444.04,0,375.5833333
S1-100250,15/07/2023,Second Class,Consumer,United States,California,San Francisco,West,Technology,Machines,1,752.58,0.2,457.4
S1-100251,14/12/2021,Standard Class,Consumer,United States,Washington,Tacoma,West,Furniture,Chairs,4,120.94,0,92.47
S1-100252,21/04/2022,Second Class,Home Office,United States,Texas,Austin,Central,Office Supplies,Art,1,731.18,0.2,496.45
S1-100253,23/09/2023,Standard Class,Home Office,United States,Colorado,Fort Collins,West,Technology,Phones,3,626.27,0,378.09
S1-100254,30/08/2023,Standard Class,Consumer,United States,Illinois,Naperville,Central,Office Supplies,Binders,2,776.1,0,540.09
S1-100255,24/08/2022,Standard Class,Consumer,United States,Illinois,Naperville,Central,Office Supplies,Labels,3,24.91,0,18.41
S1-100256,20/12/2021,Same Day,Corporate,United States,Colorado,Fort Collins,West,Technology,Copiers,2,37.8,0,30.11
S1-100257,23/06/2021,First Class,Consumer,United States,California,San Jose,West,Technology,Machines,3,558.9,0.2,284.6766667
S1-100258,22/10/2022,Standard Class,Consumer,United States,California,Sacramento,West,Furniture,Chairs,2,270.82,0,199.14
S1-100259,14/03/2023,Same Day,Consumer,United States,Arizona,Scottsdale,West,Office Supplies,Paper,4,75.54,0,66.6825
S1-100260,22/04/2021,Standard Class,Consumer,United States,Washington,Bellevue,West,Office Supplies,Art,1,493.29,0,394.54
S1-100261,29/05/2021,First Class,Consumer,United States,Nevada,Sparks,West,Office Supplies,Art,2,162,0.2,109.76
S1-100262,13/06/2021,Standard Class,Corporate,United States,Nevada,Sparks,West,Furniture,Furnishings,2,450.5,0,309.3
S1-100263,22/07/2021,Standard Class,Consumer,United States,California,San Jose,West,Technology,Copiers,2,374.2,0,316.905
S1-100264,27/06/2023,First Class,Consumer,United States,Arizona,Chandler,West,Office Supplies,Labels,4,584.88,0.1,420.785
S1-100265,25/09/2023,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Technology,Copiers,4,318.57,0,201.2675
S1-100266,09/09/2022,Standard Class,Consumer,United States,Nevada,Henderson,West,Office Supplies,Binders,4,716.66,0,553.5825
S1-100267,06/09/2021,Standard Class,Corporate,United States,Colorado,Boulder,West,Office Supplies,Storage,3,380.35,0.1,281.9633333
S1-100268,09/05/2023,Standard Class,Consumer,United States,Nevada,Sparks,West,Furniture,Bookcases,3,194.83,0,131.81
S1-100269,16/07/2021,First Class,Home Office,United States,Massachusetts,Cambridge,East,Technology,Machines,1,656.63,0,471.45
S1-100270,24/01/2021,Second Class,Corporate,United States,Colorado,Boulder,West,Office Supplies,Labels,2,714.53,0,465.245
S1-100271,19/11/2023,Standard Class,Home Office,United States,Massachusetts,Cambridge,East,Furniture,Chairs,1,405.03,0.3,171.14
S1-100272,06/10/2021,First Class,Consumer,United States,Illinois,Springfield,Central,Office Supplies,Storage,3,628.84,0,451.53
S1-100273,12/10/2022,Standard Class,Consumer,United States,California,San Diego,West,Office Supplies,Binders,2,149.31,0,121.24
S1-100274,03/06/2022,Standard Class,Consumer,United States,California,Sacramento,West,Furniture,Furnishings,4,168.99,0,126.5925
S1-100275,21/03/2022,Standard Class,Home Office,United States,New York,Albany,East,Technology,Phones,4,696.4,0,558.685
S1-100276,10/10/2022,Same Day,Consumer,United States,Colorado,Aurora,West,Furniture,Tables,4,358.99,0,305.98
S1-100277,22/10/2022,Standard Class,Corporate,United States,Texas,San Antonio,Central,Technology,Phones,2,520.63,0,352.945
S1-100278,15/04/2023,Standard Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Binders,3,551.05,0,485.1933333
S1-100279,31/03/2021,Second Class,Corporate,United States,Nevada,Las Vegas,West,Technology,Machines,3,503.28,0,404.56
S1-100280,31/10/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Furniture,Bookcases,1,266.38,0.1,157.06
S1-100281,06/06/2022,First Class,Consumer,United States,California,Sacramento,West,Technology,Phones,3,229.61,0,167.7033333
S1-100282,15/10/2023,Second Class,Home Office,United States,New York,Albany,East,Furniture,Furnishings,3,374.84,0,316.2733333
S1-100283,22/01/2022,Standard Class,Corporate,United States,New York,Rochester,East,Office Supplies,Labels,3,521.61,0,371.1333333
S1-100284,10/02/2022,Standard Class,Consumer,United States,Arizona,Mesa,West,Office Supplies,Binders,3,189.88,0,157.6466667
S1-100285,27/10/2021,Standard Class,Corporate,United States,Florida,Tampa,South,Technology,Accessories,4,530.39,0,437.22
S1-100286,04/07/2023,Standard Class,Consumer,United States,Washington,Tacoma,West,Furniture,Chairs,1,331.3,0,291.28
S1-100287,23/08/2023,Standard Class,Consumer,United States,Colorado,Boulder,West,Furniture,Chairs,1,223.28,0,169.41
S1-100288,29/12/2021,Standard Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Binders,1,24.26,0.2,12.28
S1-100289,14/03/2023,Standard Class,Home Office,United States,Texas,Fort Worth,Central,Office Supplies,Art,1,779.73,0,613.59
S1-100290,01/01/2023,Standard Class,Consumer,United States,Florida,Tallahassee,South,Furniture,Furnishings,3,774.49,0,679.12
S1-100291,28/12/2021,Second Class,Consumer,United States,Arizona,Phoenix,West,Office Supplies,Art,1,199.07,0.2,97.2
S1-100292,05/07/2021,Second Class,Consumer,United States,Massachusetts,Boston,East,Furniture,Bookcases,3,548.78,0,389.39
S1-100293,12/05/2023,Standard Class,Corporate,United States,Illinois,Aurora,Central,Office Supplies,Labels,2,260.66,0,175.525
S1-100294,27/03/2023,First Class,Consumer,United States,Massachusetts,Cambridge,East,Technology,Phones,2,262.9,0.1,209.945
S1-100295,04/08/2021,First Class,Consumer,United States,Texas,San Antonio,Central,Furniture,Furnishings,2,129.84,0,87.56
S1-100296,13/10/2023,Standard Class,Consumer,United States,Arizona,Scottsdale,West,Furniture,Bookcases,3,259.76,0,200.5733333
S1-100297,15/03/2022,First Class,Consumer,United States,Washington,Bellevue,West,Furniture,Furnishings,4,524.85,0.1,384.9025
S1-100298,28/03/2023,Second Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Bookcases,1,53.26,0,34.52
S1-100299,24/02/2021,Standard Class,Corporate,United States,Arizona,Scottsdale,West,Furniture,Bookcases,2,525.82,0,469.965
S1-100300,11/03/2022,Second Class,Consumer,United States,Nevada,Reno,West,Furniture,Bookcases,4,474.04,0,295.73
S1-100301,18/08/2023,Standard Class,Consumer,United States,New York,Syracuse,East,Technology,Copiers,3,758.78,0,529.5133333
S1-100302,31/03/2022,Standard Class,Consumer,United States,Florida,Jacksonville,South,Office Supplies,Storage,1,217.21,0.2,135.67
S1-100303,22/05/2021,Second Class,Home Office,United States,Arizona,Phoenix,West,Furniture,Chairs,3,496.14,0,325.1166667
S1-100304,19/08/2021,Standard Class,Corporate,United States,Florida,Tallahassee,South,Technology,Accessories,4,371.48,0,325.2675
S1-100305,06/08/2023,Standard Class,Corporate,United States,Nevada,Las Vegas,West,Office Supplies,Art,2,495.79,0,329.535
S1-100306,19/03/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Furniture,Furnishings,2,330.71,0,271.015
S1-100307,13/01/2021,Standard Class,Home Office,United States,California,Sacramento,West,Technology,Copiers,4,273.3,0,213.895
S1-100308,14/08/2022,First Class,Corporate,United States,New York,New York,East,Office Supplies,Art,2,168.18,0,128.495
S1-100309,15/09/2023,Standard Class,Consumer,United States,Nevada,Sparks,West,Technology,Machines,1,71.43,0,48.38
S1-100310,07/03/2021,First Class,Corporate,United States,Massachusetts,Boston,East,Technology,Machines,3,268.52,0,176.15
S1-100311,05/06/2022,Standard Class,Consumer,United States,Florida,Orlando,South,Technology,Copiers,3,131.8,0,89.78
S1-100312,19/01/2023,First Class,Consumer,United States,Texas,Dallas,Central,Furniture,Tables,1,435.68,0,351.45
S1-100313,09/07/2022,Standard Class,Corporate,United States,Washington,Everett,West,Furniture,Chairs,4,675.23,0,562.515
S1-100314,21/03/2022,Standard Class,Corporate,United States,Florida,Miami,South,Technology,Phones,3,589.39,0.1,454.8766667
S1-100315,13/06/2022,Standard Class,Consumer,United States,California,San Jose,West,Office Supplies,Paper,2,60.84,0,53.225
S1-100316,12/03/2021,Second Class,Corporate,United States,Massachusetts,Lowell,East,Furniture,Bookcases,3,81.47,0,50.75666667
S1-100317,09/01/2022,Standard Class,Corporate,United States,Massachusetts,Springfield,East,Technology,Machines,1,694.27,0,417.47
S1-100318,22/12/2023,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Office Supplies,Paper,1,582.97,0.2,299.88
S1-100319,13/04/2023,First Class,Corporate,United States,Texas,Houston,Central,Office Supplies,Art,2,446.23,0,288.395
S1-100320,18/07/2023,Standard Class,Home Office,United States,Arizona,Scottsdale,West,Technology,Copiers,2,7.87,0,4.98
S1-100321,23/07/2023,Standard Class,Consumer,United States,Florida,Jacksonville,South,Technology,Copiers,3,287.07,0,196.4066667
S1-100322,14/05/2023,Standard Class,Consumer,United States,New York,Syracuse,East,Technology,Copiers,4,543.35,0,431.6525
S1-100323,17/01/2021,Standard Class,Consumer,United States,Washington,Seattle,West,Office Supplies,Paper,1,763.52,0,539.47
S1-100324,24/08/2023,Standard Class,Consumer,United States,Nevada,Reno,West,Technology,Accessories,3,279.7,0.1,217.45
S1-100325,30/10/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Furniture,Tables,4,85.64,0,65.9075
S1-100326,11/03/2021,Standard Class,Consumer,United States,California,San Francisco,West,Furniture,Tables,1,155.08,0.1,123.58
S1-100327,31/08/2022,Standard Class,Corporate,United States,Massachusetts,Worcester,East,Office Supplies,Art,4,389.36,0,271.4425
S1-100328,08/07/2023,Standard Class,Consumer,United States,Colorado,Denver,West,Furniture,Chairs,3,504.64,0,316.4366667
S1-100329,12/01/2021,Standard Class,Consumer,United States,Florida,Jacksonville,South,Office Supplies,Storage,4,606.25,0,450.9075
S1-100330,03/01/2022,Standard Class,Corporate,United States,Massachusetts,Cambridge,East,Furniture,Furnishings,1,54.2,0,42.27
S1-100331,16/06/2022,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Office Supplies,Art,1,591.28,0,369.94
S1-100332,08/08/2021,Standard Class,Corporate,United States,California,San Jose,West,Technology,Machines,4,328.17,0.1,222.0875
S1-100333,25/07/2021,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Chairs,2,422.11,0.2,232.23
S1-100334,10/05/2022,Standard Class,Consumer,United States,Florida,Tallahassee,South,Furniture,Chairs,3,637.44,0,530.45
S1-100335,25/11/2021,Second Class,Consumer,United States,California,Los Angeles,West,Furniture,Tables,2,450.68,0,362.07
S1-100336,25/01/2023,Standard Class,Consumer,United States,Florida,Orlando,South,Office Supplies,Storage,2,556.77,0,356.62
S1-100337,06/03/2023,Same Day,Consumer,United States,Nevada,Las Vegas,West,Technology,Phones,2,13.05,0.2,7.69
S1-100338,08/09/2022,Standard Class,Consumer,United States,New York,Syracuse,East,Technology,Copiers,3,441.44,0.2,258.43
S1-100339,04/08/2023,Second Class,Corporate,United States,Texas,San Antonio,Central,Technology,Phones,4,64.45,0,52.05
S1-100340,13/06/2023,Standard Class,Home Office,United States,California,Sacramento,West,Office Supplies,Labels,4,415.14,0,312.1
S1-100341,08/11/2022,First Class,Consumer,United States,Colorado,Denver,West,Office Supplies,Paper,1,497.93,0.1,276.59
S1-100342,22/01/2022,First Class,Consumer,United States,Nevada,Henderson,West,Office Supplies,Storage,3,73.66,0.2,51.69666667
S1-100343,15/06/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Technology,Phones,3,266.38,0,160.3933333
S1-100344,12/06/2021,First Class,Home Office,United States,New York,New York,East,Furniture,Tables,2,544.86,0.1,342.495
S1-100345,26/11/2022,Second Class,Home Office,United States,Colorado,Boulder,West,Furniture,Chairs,4,750.36,0.2,363.855
S1-100346,11/04/2021,Same Day,Corporate,United States,Washington,Bellevue,West,Furniture,Tables,4,497.67,0,344.94
S1-100347,25/01/2023,Standard Class,Corporate,United States,Washington,Tacoma,West,Office Supplies,Storage,2,662.24,0.2,466.02
S1-100348,06/08/2021,Standard Class,Corporate,United States,Washington,Bellevue,West,Technology,Copiers,3,542.73,0.1,323.6466667
S1-100349,18/09/2022,First Class,Consumer,United States,Illinois,Chicago,Central,Technology,Copiers,4,575.06,0.1,371.405
S1-100350,02/02/2021,Standard Class,Corporate,United States,Washington,Tacoma,West,Furniture,Bookcases,3,399.76,0.1,289.4133333
S1-100351,04/09/2023,Second Class,Home Office,United States,Massachusetts,Springfield,East,Technology,Machines,4,489.5,0,373.49
S1-100352,22/12/2023,Standard Class,Consumer,United States,Illinois,Springfield,Central,Furniture,Tables,2,91.33,0,77.75
S1-100353,23/11/2021,Standard Class,Corporate,United States,California,Los Angeles,West,Office Supplies,Paper,4,186.5,0,120.54
S1-100354,17/12/2022,First Class,Consumer,United States,Nevada,Reno,West,Technology,Phones,2,386.66,0.3,171.69
S1-100355,13/02/2021,Standard Class,Consumer,United States,Nevada,Reno,West,Office Supplies,Storage,4,401.13,0.2,252.49
S1-100356,18/12/2021,Standard Class,Home Office,United States,Arizona,Mesa,West,Technology,Phones,4,689.28,0,586.6875
S1-100357,17/10/2022,Standard Class,Consumer,United States,Arizona,Phoenix,West,Furniture,Tables,2,656.98,0,541.08
S1-100358,13/09/2023,Standard Class,Home Office,United States,Arizona,Chandler,West,Office Supplies,Art,4,315.4,0,262.9825
S1-100359,05/06/2022,Standard Class,Consumer,United States,Nevada,Henderson,West,Technology,Phones,4,696.22,0.2,493.1375
S1-100360,26/04/2023,Standard Class,Home Office,United States,New York,New York,East,Office Supplies,Binders,1,118.84,0,78.4
S1-100361,22/09/2022,Same Day,Corporate,United States,Colorado,Colorado Springs,West,Office Supplies,Labels,3,295.58,0,205.7766667
S1-100362,09/01/2022,Standard Class,Corporate,United States,Colorado,Colorado Springs,West,Office Supplies,Labels,3,708.7,0,561.87
S1-100363,30/11/2021,Standard Class,Corporate,United States,Texas,Fort Worth,Central,Office Supplies,Storage,1,658.59,0,554.11
S1-100364,06/01/2023,First Class,Consumer,United States,New York,New York,East,Technology,Phones,4,283.28,0,190.965
S1-100365,14/08/2023,Standard Class,Consumer,United States,New York,Buffalo,East,Furniture,Chairs,1,131.03,0,113.19
S1-100366,01/10/2021,Standard Class,Consumer,United States,New York,Syracuse,East,Technology,Copiers,2,172.92,0,123.465
S1-100367,09/05/2023,Standard Class,Corporate,United States,Florida,Jacksonville,South,Furniture,Tables,4,261.02,0,178.395
S1-100368,14/04/2023,Standard Class,Consumer,United States,Arizona,Phoenix,West,Office Supplies,Storage,1,281.67,0.3,154.69
S1-100369,22/12/2023,Standard Class,Corporate,United States,California,San Francisco,West,Furniture,Bookcases,2,243.03,0,147.625
S1-100370,30/03/2021,Second Class,Consumer,United States,Nevada,Henderson,West,Office Supplies,Art,1,268.37,0,196.37
S1-100371,11/09/2023,Standard Class,Home Office,United States,Nevada,North Las Vegas,West,Technology,Machines,4,585.56,0.1,463.9775
S1-100372,03/05/2023,Second Class,Corporate,United States,Colorado,Boulder,West,Technology,Accessories,4,769.7,0,625.6775
S1-100373,11/03/2023,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Office Supplies,Storage,4,207.74,0.1,156.815
S1-100374,03/05/2021,Standard Class,Consumer,United States,New York,New York,East,Technology,Copiers,3,203.89,0.2,113.0166667
S1-100375,13/02/2022,Standard Class,Consumer,United States,California,San Jose,West,Office Supplies,Art,2,213.02,0,187.105
S1-100376,11/04/2022,Second Class,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Chairs,4,412.48,0,329.4125
S1-100377,25/01/2022,Same Day,Corporate,United States,Massachusetts,Lowell,East,Technology,Machines,2,565.04,0,467.52
S1-100378,24/01/2023,Second Class,Consumer,United States,California,Sacramento,West,Technology,Phones,4,768.38,0,541.4775
S1-100379,11/05/2021,Standard Class,Corporate,United States,New York,Buffalo,East,Furniture,Chairs,3,520.88,0.1,339.68
S1-100380,25/02/2021,Second Class,Consumer,United States,California,San Diego,West,Furniture,Chairs,1,534.55,0,470.78
S1-100381,06/12/2021,First Class,Consumer,United States,Illinois,Chicago,Central,Office Supplies,Paper,2,345.11,0,278.07
S1-100382,07/02/2022,Second Class,Corporate,United States,Arizona,Chandler,West,Office Supplies,Paper,3,220.24,0,193.96
S1-100383,28/03/2021,Standard Class,Consumer,United States,Washington,Bellevue,West,Office Supplies,Storage,2,550.05,0,461.22
S1-100384,01/09/2023,Standard Class,Home Office,United States,Colorado,Fort Collins,West,Office Supplies,Art,3,587.19,0.1,354.54
S1-100385,16/10/2021,Standard Class,Corporate,United States,Washington,Spokane,West,Office Supplies,Binders,1,644.41,0,523.18
S1-100386,31/08/2022,Standard Class,Home Office,United States,Washington,Seattle,West,Technology,Accessories,2,453.23,0,356.255
S1-100387,04/12/2022,Standard Class,Home Office,United States,Florida,Orlando,South,Furniture,Chairs,2,6.53,0.3,2.77
S1-100388,06/09/2021,Standard Class,Home Office,United States,Arizona,Scottsdale,West,Technology,Accessories,1,789.58,0.1,624.41
S1-100389,07/11/2023,Standard Class,Home Office,United States,Texas,San Antonio,Central,Office Supplies,Storage,3,252.3,0,161.4833333
S1-100390,08/07/2022,First Class,Consumer,United States,Texas,Fort Worth,Central,Technology,Copiers,3,651.26,0.2,398.1033333
S1-100391,14/07/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Technology,Accessories,2,417.37,0,333.12
S1-100392,11/12/2021,First Class,Consumer,United States,New York,Syracuse,East,Office Supplies,Labels,3,431.61,0.1,249.25
S1-100393,18/03/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Office Supplies,Paper,2,277.44,0,207.89
S1-100394,22/08/2021,Standard Class,Consumer,United States,California,Los Angeles,West,Furniture,Bookcases,4,171.76,0,148.1825
S1-100395,20/02/2021,Standard Class,Consumer,United States,Washington,Everett,West,Technology,Copiers,3,791.32,0.2,399.9666667
S1-100396,03/01/2022,Standard Class,Consumer,United States,Florida,Miami,South,Technology,Accessories,1,400.88,0,292.49
S1-100397,17/11/2022,Second Class,Consumer,United States,Massachusetts,Boston,East,Office Supplies,Paper,1,48.55,0,36.32
S1-100398,28/08/2021,Same Day,Consumer,United States,California,San Jose,West,Office Supplies,Binders,1,180,0,161.48
S1-100399,23/09/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Furniture,Tables,1,80.71,0,56.65
S1-100400,13/09/2022,Second Class,Consumer,United States,Arizona,Tucson,West,Technology,Phones,1,398.76,0,258.59
S1-100401,05/10/2021,Second Class,Corporate,United States,New York,New York,East,Technology,Phones,3,204.23,0,127.9133333
S1-100402,06/10/2021,First Class,Corporate,United States,New York,New York,East,Furniture,Furnishings,4,523.31,0,389.3475
S1-100403,09/03/2021,First Class,Consumer,United States,Illinois,Aurora,Central,Office Supplies,Storage,2,254.09,0.1,163.2
S1-100404,27/07/2022,Second Class,Consumer,United States,Washington,Bellevue,West,Furniture,Furnishings,2,196.98,0,139.86
S1-100405,13/12/2021,First Class,Corporate,United States,Massachusetts,Springfield,East,Office Supplies,Storage,4,237.96,0.3,119.6875
S1-100406,29/05/2021,Standard Class,Consumer,United States,Massachusetts,Springfield,East,Furniture,Bookcases,4,228.65,0,199.6175
S1-100407,11/06/2023,Standard Class,Consumer,United States,Florida,Jacksonville,South,Office Supplies,Paper,2,521.12,0,337.1
S1-100408,23/08/2023,Standard Class,Consumer,United States,Florida,Orlando,South,Technology,Accessories,4,433.72,0,269.7625
S1-100409,08/08/2021,First Class,Consumer,United States,Texas,San Antonio,Central,Technology,Phones,2,474.91,0,382.79
S1-100410,10/01/2023,Standard Class,Home Office,United States,New York,Albany,East,Office Supplies,Binders,1,571.04,0.1,449.49
S1-100411,15/12/2021,Standard Class,Corporate,United States,Florida,Tallahassee,South,Technology,Copiers,2,473.66,0.2,263.505
S1-100412,01/11/2022,First Class,Home Office,United States,Massachusetts,Springfield,East,Technology,Accessories,1,417.42,0,350.44
S1-100413,12/01/2022,Second Class,Consumer,United States,Arizona,Chandler,West,Office Supplies,Storage,1,404.92,0.2,263.29
S1-100414,12/04/2022,Standard Class,Consumer,United States,Florida,Tampa,South,Furniture,Tables,2,29.84,0,21.8
S1-100415,28/02/2021,Standard Class,Corporate,United States,New York,Rochester,East,Office Supplies,Storage,1,726.62,0,534.27
S1-100416,05/02/2021,Standard Class,Corporate,United States,Illinois,Aurora,Central,Technology,Accessories,1,20.43,0,15.55
S1-100417,21/05/2021,First Class,Corporate,United States,Massachusetts,Springfield,East,Technology,Accessories,3,491.35,0.3,273.85
S1-100418,28/11/2023,Standard Class,Home Office,United States,Arizona,Phoenix,West,Technology,Accessories,4,87.79,0,54.5075
S1-100419,23/12/2023,Standard Class,Consumer,United States,California,San Francisco,West,Office Supplies,Labels,3,98.4,0.2,51.36333333
S1-100420,30/09/2023,Standard Class,Corporate,United States,New York,Syracuse,East,Furniture,Bookcases,4,156.1,0,114.6775
S1-100421,05/04/2021,Second Class,Corporate,United States,Colorado,Colorado Springs,West,Office Supplies,Paper,1,544.79,0,486.37
S1-100422,13/09/2022,Standard Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Paper,4,484.55,0,371.65
S1-100423,03/09/2022,Second Class,Consumer,United States,Massachusetts,Boston,East,Technology,Machines,1,310.52,0.2,189.07
S1-100424,07/04/2022,First Class,Corporate,United States,Arizona,Scottsdale,West,Office Supplies,Storage,2,684.32,0,450.785
S1-100425,11/01/2023,Standard Class,Corporate,United States,Florida,Miami,South,Furniture,Bookcases,1,29.23,0,25.92
S1-100426,13/02/2023,Second Class,Corporate,United States,Massachusetts,Lowell,East,Furniture,Furnishings,3,341.22,0.1,257.3233333
S1-100427,19/08/2023,Second Class,Consumer,United States,Massachusetts,Worcester,East,Technology,Machines,1,326.77,0.2,179.53
S1-100428,20/10/2023,Second Class,Home Office,United States,California,San Diego,West,Office Supplies,Paper,1,728.29,0,654.21
S1-100429,26/03/2022,Second Class,Corporate,United States,California,Los Angeles,West,Furniture,Bookcases,2,358.64,0,272.535
S1-100430,11/08/2021,Second Class,Consumer,United States,Washington,Bellevue,West,Technology,Accessories,1,445.04,0,392.52
S1-100431,02/05/2022,Standard Class,Consumer,United States,Illinois,Joliet,Central,Furniture,Furnishings,3,748.13,0.1,576.42
S1-100432,03/09/2023,First Class,Consumer,United States,Nevada,Reno,West,Office Supplies,Paper,3,51.75,0.1,39.68
S1-100433,14/01/2023,First Class,Corporate,United States,Texas,Fort Worth,Central,Furniture,Tables,1,19.49,0,14.68
S1-100434,12/01/2022,First Class,Corporate,United States,Texas,Houston,Central,Office Supplies,Binders,4,614,0.2,371.285
S1-100435,20/09/2021,Second Class,Home Office,United States,Texas,Houston,Central,Office Supplies,Paper,3,762,0,568.3366667
S1-100436,17/10/2022,Standard Class,Corporate,United States,New York,Rochester,East,Office Supplies,Labels,1,382.89,0,246.58
S1-100437,19/08/2021,Standard Class,Corporate,United States,New York,New York,East,Office Supplies,Paper,1,580.26,0,504.18
S1-100438,14/07/2022,Standard Class,Corporate,United States,Illinois,Aurora,Central,Furniture,Tables,4,246.08,0,200.8125
S1-100439,23/08/2022,Second Class,Consumer,United States,New York,Albany,East,Office Supplies,Art,2,148.37,0.1,86.41
S1-100440,19/09/2023,Standard Class,Consumer,United States,Arizona,Chandler,West,Furniture,Tables,3,735.78,0,634.6166667
S1-100441,29/10/2023,Standard Class,Consumer,United States,Florida,Miami,South,Technology,Phones,4,430.1,0,258.3475
S1-100442,06/10/2021,Standard Class,Corporate,United States,Florida,Miami,South,Office Supplies,Binders,2,153.46,0,102.98
S1-100443,07/01/2021,Standard Class,Corporate,United States,Florida,Tallahassee,South,Technology,Accessories,3,663.85,0,457.3366667
S1-100444,18/09/2023,Standard Class,Consumer,United States,California,San Diego,West,Technology,Machines,2,308.17,0,236.185
S1-100445,15/09/2021,First Class,Consumer,United States,Nevada,Sparks,West,Office Supplies,Art,2,123.44,0,75.73
S1-100446,06/08/2023,Standard Class,Consumer,United States,Washington,Tacoma,West,Furniture,Furnishings,1,136.6,0,122.61
S1-100447,03/05/2021,Same Day,Consumer,United States,Massachusetts,Cambridge,East,Office Supplies,Paper,3,431.37,0,366.04
S1-100448,06/11/2022,Standard Class,Home Office,United States,Washington,Bellevue,West,Technology,Phones,2,621.79,0,426.87
S1-100449,18/01/2021,Second Class,Consumer,United States,Illinois,Springfield,Central,Technology,Phones,2,385.74,0,330.525
S1-100450,18/05/2022,Standard Class,Consumer,United States,California,San Jose,West,Office Supplies,Storage,2,332.27,0,274.75
S1-100451,08/09/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Technology,Phones,2,347.82,0,288.33
S1-100452,03/02/2021,Standard Class,Corporate,United States,California,San Jose,West,Technology,Machines,3,580.73,0,389.27
S1-100453,06/05/2021,Standard Class,Consumer,United States,Arizona,Tucson,West,Office Supplies,Storage,1,534.64,0.2,274.77
